url,bbox
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pa_crops2006.xml', '', '', '', '', '', ","-80.755137,39.593824,-74.683716,42.615500"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_DrainPipes2022_07.xml', '', '', '', '', '', ","-80.625327,39.682075,-74.656886,42.283210"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_GeomorphonLandformMaps2021.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_GNIS2017.xml', '', '', '', '', '', ","-89.130625,0.000000,0.000000,45.687512"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_Historic_Underground_Mine_Permits202211.xml', '', '', '', '', '', ","-80.691511,39.694810,-75.857824,41.674808"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_HUCs.xml', '', '', '', '', '', ","-80.626038,39.680556,-74.624803,42.286370"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_HUCs.xml', '', '', '', '', '', ","-80.626038,39.680556,-74.624803,42.286370"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_HUCs.xml', '', '', '', '', '', ","-80.626038,39.680556,-74.624803,42.286370"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_HUCs.xml', '', '', '', '', '', ","-80.626038,39.680556,-74.624803,42.286370"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_HUCs.xml', '', '', '', '', '', ","-80.626038,39.680556,-74.624803,42.286370"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_HUCs.xml', '', '', '', '', '', ","-80.626038,39.680556,-74.624803,42.286370"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_Monumentation.xml', '', '', '', '', '', ","-74.2,39.6,-80.5,42.3"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pa_mun_polygon.xml', '', '', '', '', '', ","-76.771040,39.712031,-74.686901,42.000223"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_32498_NorthQL1_Contour.xml', '', '', '', '', '', ","-78.9587933572,41.3543495486,-78.7280576927,42.0150217211"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_32498_NorthQL2_Breakline.xml', '', '', '', '', '', ","-79.1436386127,40.6192997135,-74.6158715006,42.0603855211"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_32498_NorthQL2_ClassifiedPointCloud.xml', '', '', '', '', '', ","-79.1249394687,40.6197842585,-74.634920789,42.0466652042"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_32498_NorthQL2_Contour.xml', '', '', '', '', '', ","-79.1249394687,40.6197842585,-74.634920789,42.0466652042"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_32498_NorthQL2_DEM.xml', '', '', '', '', '', ","-79.1436386127,40.6192997135,-74.6158715006,42.0603855211"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_32498_NorthQL2_Intensity.xml', '', '', '', '', '', ","-79.1436386127,40.6192997135,-74.6158715006,42.0603855211"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_32498_SouthQL2_Breakline.xml', '', '', '', '', '', ","-78.8681408374,39.659011226,-75.0269484434,41.0352262248"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_32498_SouthQL2_ClassifiedPointCloud.xml', '', '', '', '', '', ","-78.8500205092,39.6727305013,-75.0269484431,41.0352262157"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_32498_SouthQL2_Contour.xml', '', '', '', '', '', ","-78.8500205092,39.6727305013,-75.0269484431,41.0352262157"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_32498_SouthQL2_DEM.xml', '', '', '', '', '', ","-78.8681408374,39.659011226,-75.0269484434,41.0352262248"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_32498_SouthQL2_Intensity.xml', '', '', '', '', '', ","-78.8681408374,39.659011226,-75.0269484434,41.0352262248"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_QL1_Breakline.xml', '', '', '', '', '', ","-78.9561472613,41.3582495135,-78.737594298,42.0101938214"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_QL1_ClassifiedPointCloud.xml', '', '', '', '', '', ","-78.9587933572,41.3543495486,-78.7280576927,42.0150217211"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_QL1_DEM.xml', '', '', '', '', '', ","-78.9561472613,41.3582495135,-78.737594298,42.0101938214"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_QL1_DEM.xml', '', '', '', '', '', ","-78.9561472613,41.3582495135,-78.737594298,42.0101938214"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NorthCentral_QL1_Intensity.xml', '', '', '', '', '', ","-78.9561472613,41.3582495135,-78.737594298,42.0101938214"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_NWILandscapeAnalysis_L1.xml', '', '', '', '', '', ","-80.733927,39.559696,-74.591901,42.342085"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_Parcels202209.xml', '', '', '', '', '', ","-80.516879,39.720410,-74.955805,41.837399"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_PLI_cntyageasements.xml', '', '', '', '', '', ","-77.553492,39.719893,-75.106079,41.227474"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_PLI_Federal.xml', '', '', '', '', '', ","-80.608049,39.617827,-74.714394,42.105073"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_PLI_NPF_Private.xml', '', '', '', '', '', ","-80.725788,39.554029,-74.808918,42.194241"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_RailroadCrossing_Points2022_07.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_RMSBONDS2022_07.xml', '', '', '', '', '', ","-80.519340,39.719880,-74.693210,42.267500"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_RMSPOSTED2022_07.xml', '', '', '', '', '', ","-80.519340,39.719880,-74.693210,42.267500"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_SandyLiDAR2015.xml', '', '', '', '', '', ","-77.145912,+39.706287,-75.867347,+40.319010"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_SandyLiDAR2015.xml', '', '', '', '', '', ","-77.145912,+39.706287,-75.867347,+40.319010"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_SandyLiDAR2015.xml', '', '', '', '', '', ","-77.145912,+39.706287,-75.867347,+40.319010"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pa_srtm_2010.xml', '', '', '', '', '', ","-75,39,-74,40"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_TransportationImprovementProjects_Line2022_07.xml', '', '', '', '', '', ","-80.622568,39.681865,-74.650712,42.285202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_TransportationImprovementProjects_Point2022_07.xml', '', '', '', '', '', ","-80.618741,39.682673,-74.652972,42.283623"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_VoteDistircts2010.xml', '', '', '', '', '', ","-80.519851,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pa_wshed_polygon.xml', '', '', '', '', '', ","-76.430382,39.715127,-74.686501,42.001120"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=paactiverailroads.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaAdministrativeState_Roads2022_07.xml', '', '', '', '', '', ","-80.519344,39.719882,-74.693209,42.267499"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAAirportLinearPart77_201302.xml', '', '', '', '', '', ","-80.525047,39.778019,-74.744754,42.218543"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAAirportPart77_201302.xml', '', '', '', '', '', ","-80.497742,39.698697,-75.005895,41.951660"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pabba1994.xml', '', '', '', '', '', ","-80.5181,39.693,-74.617,42.234"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PABBA_2nd.xml', '', '', '', '', '', ","-80.5181,39.693,-74.617,42.234"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaBridges2022_07.xml', '', '', '', '', '', ","-80.519070,39.721060,-74.721180,42.182440"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pacoalminedareas.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pacoastalfloodplains.xml', '', '', '', '', '', ","-80.519500,39.804980,-74.721410,42.270390"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaCongressional2022_07.xml', '', '', '', '', '', ","-80.519350,39.719860,-74.689580,42.269480"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaCounty2022_07.xml', '', '', '', '', '', ","-80.519350,39.719860,-74.689580,42.269480"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PADEP_HistoricOilGasWells.xml', '', '', '', '', '', ","-80.526526,39.7014,-74.6904,42.26775"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaDriverVehicleServices20170404.xml', '', '', '', '', '', ","-80.503748,39.722185,-74.754888,42.214352"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=paecoregions.xml', '', '', '', '', '', ","-80.526050,39.719310,-74.697200,42.267330"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaEngrDistrict2022_07.xml', '', '', '', '', '', ","-80.519349,39.719860,-74.689583,42.269479"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=paexceptionalvaluewatersheds.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaFacilities2022_07.xml', '', '', '', '', '', ","-80.519350,39.719860,-74.689580,42.269480"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pags_glacier1k.xml', '', '', '', '', '', ","-80.519640,39.719550,-74.689900,42.269820"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pags_glacier5k.xml', '', '', '', '', '', ","-80.519640,39.719550,-74.689900,42.269820"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pags_landform98.xml', '', '', '', '', '', ","-78.000590,0.000290,-78.000550,0.000310"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pags_physprov1k.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pags_physprov2008.xml', '', '', '', '', '', ","-80.617521,39.674068,-74.616157,42.282680"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pags_physprov5k.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pags_physsections2008.xml', '', '', '', '', '', ","-80.617521,39.674068,-74.616157,42.282680"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAhazus.xml', '', '', '', '', '', ","-80.51934,39.71987,-74.69392,42.26501"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAhazus.xml', '', '', '', '', '', ","-80.51934,39.71987,-74.69392,42.26501"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAhazus.xml', '', '', '', '', '', ","-80.51934,39.71987,-74.69392,42.26501"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAhazus.xml', '', '', '', '', '', ","-80.51934,39.71987,-74.69392,42.26501"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAhazus.xml', '', '', '', '', '', ","-80.51934,39.71987,-74.69392,42.26501"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAhazus.xml', '', '', '', '', '', ","-80.51934,39.71987,-74.69392,42.26501"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAhazus.xml', '', '', '', '', '', ","-80.51934,39.71987,-74.69392,42.26501"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAhazus.xml', '', '', '', '', '', ","-80.51934,39.71987,-74.69392,42.26501"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAhazus.xml', '', '', '', '', '', ","-80.51934,39.71987,-74.69392,42.26501"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAhazus.xml', '', '', '', '', '', ","-80.51934,39.71987,-74.69392,42.26501"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAhazus.xml', '', '', '', '', '', ","-80.51934,39.71987,-74.69392,42.26501"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaHouse2022_07.xml', '', '', '', '', '', ","-80.519349,39.719860,-74.689583,42.269479"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=painactiverailroads.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaIntermodal2020_08.xml', '', '', '', '', '', ","-80.519350,39.719860,-74.689580,42.269480"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAInterstateHighwayExits2022_07.xml', '', '', '', '', '', ","-80.519253,39.721093,-74.693209,42.252717"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaInterstateMileMarkers2022_07.xml', '', '', '', '', '', ","-80.519344,39.719882,-74.693209,42.267499"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=paivanflood2004.xml', '', '', '', '', '', ","-078.285524,+40.207967,-076.993583,+40.636944"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=palanduse05utm18nad83.xml', '', '', '', '', '', ","-80.627750,39.640423,-74.534949,42.317831"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=palanduse2000.xml', '', '', '', '', '', ","-80.627750,39.640423,-74.534949,42.317831"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaLocalRoads2022_07.xml', '', '', '', '', '', ","-80.519340,39.719870,-74.693920,42.265010"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaMajorRiverBasins.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pamajorrivers1996.xml', '', '', '', '', '', ","-80.541800,39.719890,-74.687900,42.269500"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pamap2005.xml', '', '', '', '', '', ","-80.756286,39.485386,-74.404761,42.476862"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAMAP_BuildingPoint2007.xml', '', '', '', '', '', ","-80.615094,39.675028,-74.626534,42.280132"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAMAP_BuildingPolygon2007.xml', '', '', '', '', '', ","-80.572670,39.669557,-74.625614,42.282233"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAMAP_HydrographyLine2007.xml', '', '', '', '', '', ","-80.616759,39.557957,-74.616704,42.282647"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAMAP_HydrographyPoly2007.xml', '', '', '', '', '', ","-80.583154,39.566370,-74.613656,42.280451"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAMAP_iCubed2010_TileIndex.xml', '', '', '', '', '', ","-78.444103,40.664633,-75.388376,42.060385"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAMAP_iCubed2010_TileIndex.xml', '', '', '', '', '', ","-78.444103,40.664633,-75.388376,42.060385"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAMAP_iCubed_2010.xml', '', '', '', '', '', ","-78.444103,40.664633,-75.388376,42.060385"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAMAP_MuniBoundaries2007.xml', '', '', '', '', '', ","-80.616820,39.674191,-74.616709,42.282548"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAMAP_Rail2007.xml', '', '', '', '', '', ","-80.580335,39.674478,-74.627594,42.255038"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAMAP_Roads2007.xml', '', '', '', '', '', ","-80.616760,39.666287,-74.619687,42.280864"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAMAP_SpatialEnergy_2011.xml', '', '', '', '', '', ","-79.20,40.62,-76.71,42.13"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAMAP_SpatialEnergy_2011.xml', '', '', '', '', '', ","-79.20,40.62,-76.71,42.13"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pamaptileindexnorth2006.xml', '', '', '', '', '', ","-80.575260,40.601900,-74.646200,42.290360"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=pamaptileindexsouth2006.xml', '', '', '', '', '', ","-80.614078,39.650163,-74.657267,41.199895"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaMPORPOPlanning2022_07.xml', '', '', '', '', '', ","-80.519350,39.719860,-74.689580,42.269480"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaMunicipalities2022_07.xml', '', '', '', '', '', ","-80.519349,39.719860,-74.689583,42.269479"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=paned.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=panhdareahires.xml', '', '', '', '', '', ","-82.715370,37.000140,-73.999580,43.373860"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=panhdstreams.xml', '', '', '', '', '', ","-75.62,40.99,-72.91,44.20"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=panhdstreamsires.xml', '', '', '', '', '', ","-82.820100,37.843240,-74.029870,43.376570"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=panhdstreamsiresclipped.xml', '', '', '', '', '', ","-80.519330,39.719870,-74.689580,42.267720"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=panhdwaterbodies.xml', '', '', '', '', '', ","-75.62,40.99,-72.91,44.20"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=panhdwaterbodieshires.xml', '', '', '', '', '', ","-82.811130,37.083530,-74.034110,43.400850"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=panhdwatersheds.xml', '', '', '', '', '', ","-80.519810,39.719890,-74.691100,42.269500"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=panlcd_2011.xml', '', '', '', '', '', ","-81.290834,39.201601,-73.883207,42.784023"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=panwiline.xml', '', '', '', '', '', ","-80.519285,39.719931,-74.706430,42.263472"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=panwipoint.xml', '', '', '', '', '', ","-80.518180,39.721180,-75.034220,42.234800"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=panwipolygon.xml', '', '', '', '', '', ","-80.519349,39.719860,-74.689583,42.269479"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=paoilgasfields.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=paoilgaswells.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2008.xml', '', '', '', '', '', ","-75.295766,39.843019,-74.941526,40.153795"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2008.xml', '', '', '', '', '', ","-75.295766,39.843019,-74.941526,40.153795"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2010.xml', '', '', '', '', '', ","-75.295766,39.843019,-74.941526,40.153795"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2010.xml', '', '', '', '', '', ","-75.295766,39.843019,-74.941526,40.153795"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2015.xml', '', '', '', '', '', ","-75.322236,39.823133,-74.951563,40.141140"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2015.xml', '', '', '', '', '', ","-75.322236,39.823133,-74.951563,40.141140"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2015.xml', '', '', '', '', '', ","-75.322236,39.823133,-74.951563,40.141140"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAPhiladelphiaLiDAR2015.xml', '', '', '', '', '', ","-75.322236,39.823133,-74.951563,40.141140"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PAPublicSchools_point2009.xml', '', '', '', '', '', ","-80.616759,39.557957,-74.616704,42.282647"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=paquarterquads2003.xml', '', '', '', '', '', ","-80.562306,39.687579,-74.624606,42.312558"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PaRailLines2022_07.xml', '', '', '', '', '', ","-80.519070,39.721060,-74.721180,42.182440"
