url,bbox
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_High_Level_Tiles2016.xml', '', '', '', '', '', ","-77.925423,40.742899,-77.762630,40.893989"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_Imagery2012.xml', '', '', '', '', '', ","-77.925423,40.742899,-77.762630,40.893989"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_Imagery2015.xml', '', '', '', '', '', ","-77.925423,40.742899,-77.762630,40.893989"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_Imagery2017.xml', '', '', '', '', '', ","-77.925423,40.742899,-77.762630,40.893989"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_Imagery2017.xml', '', '', '', '', '', ","-77.925423,40.742899,-77.762630,40.893989"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_Imagery2019.xml', '', '', '', '', '', ","-77.925423,40.742899,-77.762630,40.893989"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_LIDAR2015.xml', '', '', '', '', '', ","-77.925423,40.742899,-77.762630,40.893989"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_LIDAR2015.xml', '', '', '', '', '', ","-77.925423,40.742899,-77.762630,40.893989"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_LIDAR2017.xml', '', '', '', '', '', ","-77.925423,40.742899,-77.762630,40.893989"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_LIDAR2017.xml', '', '', '', '', '', ","-77.925423,40.742899,-77.762630,40.893989"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_LIDAR2019.xml', '', '', '', '', '', ","-77.925423,40.742899,-77.762630,40.893989"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_Low_Level_Tiles2016.xml', '', '', '', '', '', ","-77.898172,40.763522,-77.807757,40.839082"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_Recreation_polygon201912.xml', '', '', '', '', '', ","-77.884427,40.780793,-77.834576,40.865466"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkBoundary202106.xml', '', '', '', '', '', ","-77.925423,40.742899,-77.762630,40.893989"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkBuildings202106.xml', '', '', '', '', '', ","-77.904448,40.762743,-77.817817,40.868904"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkCrosswalks_ln202106.xml', '', '', '', '', '', ","-77.884427,40.780793,-77.834576,40.865466"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkCrosswalks_poly202106.xml', '', '', '', '', '', ","-77.884427,40.780793,-77.834576,40.865466"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkImprovementOtherThanBuildings202005.xml', '', '', '', '', '', ","-77.895111,40.775438,-77.827433,40.862522"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkMisc_paved202106.xml', '', '', '', '', '', ","-77.890492,40.762676,-77.837157,40.858904"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkParking202106.xml', '', '', '', '', '', ","-77.884062,40.762479,-77.837048,40.859014"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkParking_Stripes202106.xml', '', '', '', '', '', ","-77.883703,40.782538,-77.837102,40.859011"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkPlanting_Beds202106.xml', '', '', '', '', '', ","-77.881405,40.782281,-77.840017,40.834125"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkPlanting_Beds202106.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkRoads_major202106.xml', '', '', '', '', '', ","-77.884637,40.781242,-77.819185,40.870456"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkRoads_minor202005.xml', '', '', '', '', '', ","-77.884427,40.780793,-77.834576,40.865466"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkRoads_unpaved202005.xml', '', '', '', '', '', ","-77.884427,40.780793,-77.834576,40.865466"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkSidewalks202106.xml', '', '', '', '', '', ","-77.890492,40.762676,-77.837157,40.858904"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_OPP_UniversityParkWalls202106.xml', '', '', '', '', '', ","-77.890492,40.762676,-77.837157,40.858904"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_SVF_Boundary.xml', '', '', '', '', '', ","-77.958882,40.609277,-77.861061,40.699398"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_SVF_Gates.xml', '', '', '', '', '', ","-78.036389,40.620488,-77.872020,40.879549"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_SVF_LidarHyperspectralImageryOrthoimageryProject_2020.xml', '', '', '', '', '', ","-77.958882,40.609277,-77.861061,40.699398"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSU_SVRA_Trails.xml', '', '', '', '', '', ","-77.960275,40.650353,-77.885208,40.699225"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PSUSVFPurpleLizardBasemap.xml', '', '', '', '', '', ","-77.970554,40.588088,-77.844886,40.720575"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PublicWaterSupply2022_10.xml', '', '', '', '', '', ","-80.602453,39.545672,-74.616247,42.274508"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=RadiationFacilities2022_10.xml', '', '', '', '', '', ","-80.584863,39.710332,-74.771047,42.238913"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=RegionalHeadquarters201708.xml', '', '', '', '', '', ","-80.202350,40.023270,-76.129980,41.625420"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ResidualWasteOperations2022_10.xml', '', '', '', '', '', ","-80.578909,39.696940,-74.634955,42.231791"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Riparia_BBA1992.xml', '', '', '', '', '', ","-80.663979,39.660399,-74.578606,42.305462"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Riparia_BBA2005.xml', '', '', '', '', '', ","-80.663979,39.660399,-74.578606,42.305462"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Riparia_BBA2011.xml', '', '', '', '', '', ","-80.663979,39.660399,-74.578606,42.305462"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Riparia_COUNTY_lc_change.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Riparia_HUC10_2011.xml', '', '', '', '', '', ","-80.866192,39.538971,-74.580328,42.346028"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Riparia_HUC12_2011.xml', '', '', '', '', '', ","-80.866192,39.538971,-74.580328,42.346028"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Riparia_HUC8_LC_Change.xml', '', '', '', '', '', ","-80.866192,39.538971,-74.580328,42.346028"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Riparia_MajorSheds_LC_Change.xml', '', '', '', '', '', ","-80.616165,39.673601,-74.616249,42.283347"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Riparia_PhysioProvinces_LC_Change.xml', '', '', '', '', '', ","-80.617521,39.674068,-74.616157,42.282680"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Riparia_PhysioSections_LC_Change.xml', '', '', '', '', '', ","-80.617521,39.674068,-74.616157,42.282680"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=riparian_covertypes_licking_83pas.xml', '', '', '', '', '', ","-78.106271,39.731226,-78.042691,39.988475"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=riparian_covertypes_tonoloway_83pas.xml', '', '', '', '', '', ","-78.251568,39.721031,-78.128366,39.855893"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=RiparianBufferAssessment_2012.xml', '', '', '', '', '', ","-75.859950,39.814870,-74.783490,40.947970"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=RiparianPlantingPrioritization_Points2019.xml', '', '', '', '', '', ","-80.519153,39.720034,-74.690583,42.267056"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=RiparianPlantingPrioritization_Polygon2019.xml', '', '', '', '', '', ","-80.519283,39.719874,-74.690079,42.267697"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=RiparianPlantingPrioritization_PolygonsBuffer2021.xml', '', '', '', '', '', ","-80.519153,39.720034,-74.690583,42.267056"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=riversconservationplans.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ROS_SummerFinal_Pre2008.xml', '', '', '', '', '', ","-78.693800,40.818197,-76.389314,41.965510"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ROS_SummerGas_20121231.xml', '', '', '', '', '', ","-78.693800,40.818197,-76.389314,41.965510"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=scwbasn.xml', '', '', '', '', '', ","-78.000,40.6250,-77.6250,41.0000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=scwbound.xml', '', '', '', '', '', ","-78.0000,40.6250,-77.6250,41.0000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=scwbuff.xml', '', '', '', '', '', ","-78.0000,40.6250,-77.6250,41.0000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=scwdem.xml', '', '', '', '', '', ","-78.000,40.6250,-77.6250,41.000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=scwirds.xml', '', '', '', '', '', ","-78.0000,40.6250,-77.6250,41.0000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=scwistrms.xml', '', '', '', '', '', ","-78.0000,40.6250,-77.6250,41.0000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=scwmcd.xml', '', '', '', '', '', ","-78.0000,40.6250,-77.6250,41.000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=scwpcbs.xml', '', '', '', '', '', ","-78.000,40.6250,-77.6250,41.000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=scwquads.xml', '', '', '', '', '', ","-78.000,40.6250,-77.6250,41.000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=scwsoil.xml', '', '', '', '', '', ","-78.000,40.6250,-77.6250,41.000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=scwsstat.xml', '', '', '', '', '', ","-78.0000,40.6250,-77.6250,41.0000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=scwwetln.xml', '', '', '', '', '', ","-78.0000,40.6250,-77.6250,41.0000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SeasonalPrecip_PA2004.xml', '', '', '', '', '', ","-78.767500,39.923100,-74.819900,41.597800"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SeasonalPrecip_PA2005.xml', '', '', '', '', '', ","-78.92,39.76,-74.61,42.00"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SEPTAGISHighspeedLines_201207.xml', '', '', '', '', '', ","-75.359358,39.903306,-75.072865,40.113665"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SEPTAGISHighspeedStations_201207.xml', '', '', '', '', '', ","-75.358756,39.903336,-75.074163,40.113652"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SEPTAGISRegionalRailLines_201207.xml', '', '', '', '', '', ","-75.788007,39.627492,-74.751389,40.319698"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SEPTAGISRegionalRailStations_2016.xml', '', '', '', '', '', ","-75.772958,39.649439,-74.751384,40.318937"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SEPTARoutesSpring2016.xml', '', '', '', '', '', ","-75.686442,39.796472,-74.747144,40.345396"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SEPTAStopsByLineSpring2016.xml', '', '', '', '', '', ","-75.358756,39.903336,-75.074163,40.113652"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SeptaTransitRoutesSummer2014.xml', '', '', '', '', '', ","-75.686442,39.796472,-74.747144,40.345396"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=smallsheds.xml', '', '', '', '', '', ","-80.608380,39.536880,-74.742100,42.269480"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_CurrentLandUse202210.xml', '', '', '', '', '', ","-77.365427,40.635429,-76.799250,40.892607"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_FacilitySites202210.xml', '', '', '', '', '', ","-77.357297,40.640141,-76.799304,40.890545"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_FEMAFloodZone202210.xml', '', '', '', '', '', ","-77.357737,40.634199,-76.798610,40.892614"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_MunicipalBoundary202210.xml', '', '', '', '', '', ","-77.357737,40.634252,-76.798610,40.892614"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_OpenSpaceConservancy202210.xml', '', '', '', '', '', ","-77.357680,40.640733,-76.798700,40.885185"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_ParcelPoly202210.xml', '', '', '', '', '', ","-77.365427,40.635429,-76.799250,40.892607"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_PollingPlaces202210.xml', '', '', '', '', '', ","-77.348740,40.678061,-76.820643,40.862679"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_Railroads202210.xml', '', '', '', '', '', ","-77.287549,40.712231,-76.816805,40.849775"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_RoadCenterline202210.xml', '', '', '', '', '', ","-77.357759,40.636609,-76.799100,40.892615"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_SiteAddressPoint202210.xml', '', '', '', '', '', ","-77.356069,40.637396,-76.800844,40.891808"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_VotingPrecincts202210.xml', '', '', '', '', '', ","-77.357737,40.634253,-76.798610,40.892614"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_Waterbodies202210.xml', '', '', '', '', '', ","-77.354841,40.629390,-76.792068,40.890052"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_Waterlines202210.xml', '', '', '', '', '', ","-77.358215,40.629390,-76.792054,40.891047"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SnyderCounty_ZoningDistrict202210.xml', '', '', '', '', '', ","NaN,NaN,NaN,NaN"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SomersetCountyCenterlines202203.xml', '', '', '', '', '', ","-79.419603,39.708497,-78.651819,40.291990"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SomersetCountyHouseNumbers202203.xml', '', '', '', '', '', ","-79.408415,39.716803,-78.662559,40.291910"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SPC_Landcover.xml', '', '', '', '', '', ","-80.86,39.66,-78.66,41.22"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SPC_Landcover.xml', '', '', '', '', '', ","-80.86,39.66,-78.66,41.22"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SPC_Landcover.xml', '', '', '', '', '', ","-80.86,39.66,-78.66,41.22"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SPC_Landcover.xml', '', '', '', '', '', ","-80.86,39.66,-78.66,41.22"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SPC_Landcover.xml', '', '', '', '', '', ","-80.86,39.66,-78.66,41.22"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SPC_Landcover.xml', '', '', '', '', '', ","-80.86,39.66,-78.66,41.22"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SPC_Landcover.xml', '', '', '', '', '', ","-80.86,39.66,-78.66,41.22"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SPC_Landcover.xml', '', '', '', '', '', ","-80.86,39.66,-78.66,41.22"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SPC_Landcover.xml', '', '', '', '', '', ","-80.86,39.66,-78.66,41.22"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SPC_Landcover.xml', '', '', '', '', '', ","-80.86,39.66,-78.66,41.22"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SPC_Past_Landslides.xml', '', '', '', '', '', ","-80.567487,39.710609,-78.892763,41.068879"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SPC_Sidewalks202002.xml', '', '', '', '', '', ","-80.557365,39.713091,-78.785906,41.158093"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=srb_SRBC.xml', '', '', '', '', '', ","-78.982832,39.524844,-74.561829,43.000893"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SRBC_FecalColiform2018.xml', '', '', '', '', '', ","-78.656221,39.609395,-74.938109,42.890378"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SRBC_mappackage.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SRBC_NatGasShales.xml', '', '', '', '', '', ","-78.982832,39.524844,-74.561829,43.000893"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=SRBC_TopographicWetnessIndex.xml', '', '', '', '', '', ","-76.679449,39.701415,-76.224425,40.000548"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=State202211.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=statsgo_SRBC.xml', '', '', '', '', '', ","-78.982832,39.524844,-74.561829,43.000893"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Stocked_Trout_Waterbodies202208.xml', '', '', '', '', '', ","-80.506570,39.723790,-74.816150,42.150290"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Stocked_Trout_Waterbodies_pt202208.xml', '', '', '', '', '', ","-80.504110,39.725520,-74.818610,42.149400"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Stocked_Trout_Waters202208.xml', '', '', '', '', '', ","-80.519140,39.720020,-74.778850,42.264260"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=stonevalley2000.xml', '', '', '', '', '', ","-77.957686,40.610698,-77.862389,40.698311"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=StorageTankLocations_Active2022_11.xml', '', '', '', '', '', ","-80.580755,39.678399,-74.661582,42.167899"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=StorageTankLocations_Inactive2022_11.xml', '', '', '', '', '', ","-80.580755,39.678399,-74.661582,42.167899"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=stormdecember2006.xml', '', '', '', '', '', ","-80.51934,39.71987,-74.69392,42.26501"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Stormwater167_2022_10.xml', '', '', '', '', '', ","-80.617484,39.674068,-74.616156,42.282679"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=STREAMRELEAF2006_10.xml', '', '', '', '', '', ","-90.685458,-41.562265,27.830228,85.846456"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=StreamsCH93DesignatedUse2022_07.xml', '', '', '', '', '', ","-80.666857,39.659173,-74.616717,42.280970"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=StreamsCH93ExistingUse2022_07.xml', '', '', '', '', '', ","-80.525219,39.693401,-74.948745,42.028990"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=sub_chem_SRBC.xml', '', '', '', '', '', ","-77.904203,41.611000,-76.508191,42.666529"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=sub_juni_SRBC.xml', '', '', '', '', '', ","-78.913409,39.817583,-76.995282,40.827702"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=sub_lowr_SRBC.xml', '', '', '', '', '', ","-77.899819,39.542707,-75.808278,40.998952"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=sub_midd_SRBC.xml', '', '', '', '', '', ","-76.926466,40.801314,-75.400247,41.965844"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=sub_uppr_SRBC.xml', '', '', '', '', '', ","-76.771043,41.806960,-74.561829,43.000662"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=sub_west_SRBC.xml', '', '', '', '', '', ","-78.949997,40.449385,-76.207493,41.931584"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=subbasin_SRBC.xml', '', '', '', '', '', ","-78.982832,39.524844,-74.561829,43.000893"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tb_county.xml', '', '', '', '', '', ","-80.361214,40.194199,-79.689194,40.6745"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tb_county.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_2010_42_county10.xml', '', '', '', '', '', ","-80.519851,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_2010_42_cousubMCD10.xml', '', '', '', '', '', ","-80.519851,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_2010_42_tabblock10.xml', '', '', '', '', '', ","-80.519851,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_2010_42_tract10.xml', '', '', '', '', '', ","-80.519851,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_Pennsylvania3Digit2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_Pennsylvania3Digit2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_Pennsylvania5Digit2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaBlock2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaBlockCurrent2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaBlockGroup2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaBlockStatebased2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaCensusTractStatebased2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaCongressionalDistricts1082000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaCongressionalDistricts2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaCountySubdivision2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaCurrentBlockStatebased2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaCurrentCombinedStatisticalArea2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaCurrentCounty2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaCurrentMetropolitanDivision2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaCurrentMetropolitanStatisticalArea2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaCurrentPlace2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaEconomicCensusCounty2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaEconomicCensusCounty2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaEconomicCensusPlace2000.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaEconomicCensusPlace2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=tl_PennsylvaniaMilitaryInstallation2009.xml', '', '', '', '', '', ","-80.519895,39.719799,-74.689502,42.516072"
