Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record,File Size
,Census Blocks in 2010,"The TIGER/Line Files are shapefiles and related database files (.dbf) that are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB). The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line File is designed to stand alone as an independent data set, or they can be combined to cover the entire nation. Face refers to the areal (polygon) topological primitives that make up MTDB. A face is bounded by one or more edges; its boundary includes only the edges that separate it from other faces, not any interior edges contained within the area of the face. The Topological Faces Shapefile contains the attributes of each topological primitive face. Each face has a unique topological face identifier (TFID) value. Each face in the shapefile includes the key geographic area codes for almost all geographic areas for which the Census Bureau tabulates data for both the 2010 Census and Census 2000. The geometries of each of these geographic areas can then be built by dissolving the face geometries on the appropriate key geographic area codes in the Topological Faces Shapefile.",eng,"U.S. Department of Commerce, U.S. Census Bureau, Geography Division","Washington, District of Columbia",Datasets,,1-PercentPublicUseMicrodataAreaCode|106thcongressionaldistrictCode|108thcongressionaldistrictCode|11001|3digitZIPCodeTabulationAreaCode|5digitZIPCodeTabulationAreaCode|5-PercentPublicUseMicrodataAreaCode|AlaskaNativeRegionalCorporationFIPScode|AmericanIndian/AlaskaNative/NativeHawaiianAreasCensusCode|BlockGroup|boundaries|CensusTractNumber|ConsolidatedCityFIPSCode|CountyFIPSCode|CountyorEquivalentEntity|Countyorequivalententity|CountySubdivisionFIPSCode|DistrictofColumbia|ElementarySchoolDistrictLocalEducationAgencyCode|FIPS55PlaceCodeForAllPlaces|Land/waterFlag|LegislativeSessionYear|MetropolitanStatisticalArea/ConsolidatedMetropolitanStatisticalAreaFIPSCode|NewEnglandCountyMetropolitanAreaFIPSCode|Number|PrimaryMetropolitanStatisticalAreaFIPSCode|RreservationorOff-reservationTrustLandIndicator|SecondarySchoolDistrictLocalEducationAgencyCode|StateFIPSCode|StateLegislativeDistrictLowerChamberCode|StateLegislativeDistrictUpperChamberCode|Sub-minorCivilDivisionFIPSCodeinPuertoRico|Table|TabulationBlockNumber|TopologicalFaces|TrafficAnalysisZoneCode|TribalSubdivisionCode|U.S.|UnifiedSchoolDistrictLocalEducationAgencyCode|UnitedStates|UrbanAreaCode|UrbanGrowthAreaCode|VotingDistrictCode,2021-08-28T12:57:53.000Z,,,"Washington, District of Columbia|District of Columbia","-77.1199,38.7916,-76.9093,38.9958",Vector data,Shapefile,https://opendata.dc.gov/datasets/81a5789af6384026bc3cce0c972f427f_49,https://opendata.dc.gov/datasets/81a5789af6384026bc3cce0c972f427f_49.zip,,,,81a5789af6384026bc3cce0c972f427f_49,https://hub.arcgis.com/datasets/81a5789af6384026bc3cce0c972f427f_49,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,2.7616 MB
,Census Block Groups in 2010,"The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database. The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts. However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.",eng,"U.S. Department of Commerce, U.S. Census Bureau, Geography Division","Washington, District of Columbia",Datasets,,WashingtonDC|DCGIS|DistrictofColumbia|Demographic|People|dc|census|tract|population|age|housing,2021-09-02T14:17:05.000Z,,,"Washington, District of Columbia|District of Columbia","-77.1199,38.7916,-76.9093,38.9958",Vector data,Shapefile,https://opendata.dc.gov/datasets/cc80ef2cd9cd47b6a831c54a58540af2_51,https://opendata.dc.gov/datasets/cc80ef2cd9cd47b6a831c54a58540af2_51.zip,,,,cc80ef2cd9cd47b6a831c54a58540af2_51,https://hub.arcgis.com/datasets/cc80ef2cd9cd47b6a831c54a58540af2_51,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.6372 MB
,Connection to Services Helplines and Crisis Care,These resources can help connect individuals and their caregivers to services. A central referral line is available to connect residents to services provided through the Department of Aging and Community Living (DACL) and DC Lead Agencies. The DC Villages are also an essential service for referrals. Also included are resources for crisis management and veteran affiliated services. ,eng,"DC Health, Cancer and Chronic Disease Prevention Bureau, Public Health Analyst","Washington, District of Columbia",Datasets,,bhi|brainhealth|crisiscare|dchealth|dementia|districtofcolumbia|health|helpline|seniorcitizen|washingtondc|wellness,2021-09-22T14:39:54.000Z,,,"Washington, District of Columbia|District of Columbia","-77.0817,38.8310,-76.9496,38.9838",Vector data,Shapefile,https://opendata.dc.gov/datasets/6be358611e1a4bcbb8e71a730ff7425e_18,https://opendata.dc.gov/datasets/6be358611e1a4bcbb8e71a730ff7425e_18.zip,,,,6be358611e1a4bcbb8e71a730ff7425e_18,https://hub.arcgis.com/datasets/6be358611e1a4bcbb8e71a730ff7425e_18,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.0119 MB
,PubSchPt Buffer,This is a layer to guide dockless vehicle providers. These buffer areas are zones where restricted deployment must be observed. Please see thedocklessvehicle pagefor the currentTerms and Conditions and other useful information.,eng,"City of Washington, DC","Washington, District of Columbia",Datasets,,schoolbuffer|washingtondc|districtofcolumbia|scooter|dockless|bike|geofencing|transportation.transit|mobility,2021-06-28T21:13:31.000Z,,,"Washington, District of Columbia|District of Columbia","-77.1014,38.8261,-76.9188,38.9854",Vector data,Shapefile,https://opendata.dc.gov/datasets/a23982acbd004edaaddbaf58ff07eb53_1,https://opendata.dc.gov/datasets/a23982acbd004edaaddbaf58ff07eb53_1.zip,,,,a23982acbd004edaaddbaf58ff07eb53_1,https://hub.arcgis.com/datasets/a23982acbd004edaaddbaf58ff07eb53_1,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.121 MB
,ChrtSchPt Buffer,This is a layer to guide dockless vehicle providers. These buffer areas are zones where restricted deployment must be observed. Please see thedocklessvehicle pagefor the currentTerms and Conditions and other useful information.,eng,"City of Washington, DC","Washington, District of Columbia",Datasets,,schoolbuffer|washingtondc|districtofcolumbia|scooter|dockless|bike|geofencing|transportation.transit|mobility,2021-06-28T21:13:31.000Z,,,"Washington, District of Columbia|District of Columbia","-77.0422,38.8231,-76.9195,38.9742",Vector data,Shapefile,https://opendata.dc.gov/datasets/a23982acbd004edaaddbaf58ff07eb53_2,https://opendata.dc.gov/datasets/a23982acbd004edaaddbaf58ff07eb53_2.zip,,,,a23982acbd004edaaddbaf58ff07eb53_2,https://hub.arcgis.com/datasets/a23982acbd004edaaddbaf58ff07eb53_2,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.088 MB
,CharteredSch,This is a layer to guide dockless vehicle providers. These buffer areas are zones where restricted deployment must be observed. Please see thedocklessvehicle pagefor the currentTerms and Conditions and other useful information.,eng,"City of Washington, DC","Washington, District of Columbia",Datasets,,schoolbuffer|washingtondc|districtofcolumbia|scooter|dockless|bike|geofencing|transportation.transit|mobility,2021-06-28T21:13:31.000Z,,,"Washington, District of Columbia|District of Columbia","-77.0359,38.8239,-76.9205,38.9734",Vector data,Shapefile,https://opendata.dc.gov/datasets/a23982acbd004edaaddbaf58ff07eb53_0,https://opendata.dc.gov/datasets/a23982acbd004edaaddbaf58ff07eb53_0.zip,,,,a23982acbd004edaaddbaf58ff07eb53_0,https://hub.arcgis.com/datasets/a23982acbd004edaaddbaf58ff07eb53_0,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.0154 MB
,Medication Support,These resources aid individuals who need help with medications. These resources are not necessarily dementia-specific but can be particularly helpful for individuals or caregivers in the setting of dementia or memory loss.,eng,"DC Health, Cancer and Chronic Disease Prevention Bureau, Public Health Analyst","Washington, District of Columbia",Datasets,,bhi|brainhealth|dchealth|dementia|districtofcolumbia|health|medication|seniorcitizen|washingtondc|wellness,2021-09-22T15:08:19.000Z,,,"Washington, District of Columbia|District of Columbia","-77.1088,38.8456,-76.9966,38.9362",Vector data,Shapefile,https://opendata.dc.gov/datasets/ab74e24887484327b1eeebd200a559c9_24,https://opendata.dc.gov/datasets/ab74e24887484327b1eeebd200a559c9_24.zip,,,,ab74e24887484327b1eeebd200a559c9_24,https://hub.arcgis.com/datasets/ab74e24887484327b1eeebd200a559c9_24,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.0093 MB
,Advanced Care and End of Life Planning,"These resources include local and online services to guide you in advance care planning conversations to document your health care preferences and select a health care proxy / health care power of attorney. Resources listed also include legal clinics and community resources that provide information about and assistance with guardianship, conservatorship, and estate documents (wills, trusts, estate planning).",eng,"DC Health, Cancer and Chronic Disease Prevention Bureau, Public Health Analyst","Washington, District of Columbia",Datasets,,bhi|brainhealth|careplanning|dchealth|dementia|districtofcolumbia|endoflife|health|seniorcitizen|washingtondc|wellness,2021-09-22T13:58:08.000Z,,,"Washington, District of Columbia|District of Columbia","-77.0817,38.8938,-76.9497,38.9631",Vector data,Shapefile,https://opendata.dc.gov/datasets/306ab30f4e744f85a85605e9c47b86d2_15,https://opendata.dc.gov/datasets/306ab30f4e744f85a85605e9c47b86d2_15.zip,,,,306ab30f4e744f85a85605e9c47b86d2_15,https://hub.arcgis.com/datasets/306ab30f4e744f85a85605e9c47b86d2_15,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.0139 MB
,Police Stations,"This dataset contains point locations for all publicly identified sites and office locations including headquarters, station, field office and investigative unit locations. This dataset was created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO), MPD and participating D.C. government agencies. Facilities and offices were obtained from MPD's Office of Corporate Communications, through interviews with MPD's Criminal Intelligence, and Tactical Crime Analysis Unit and through site surveys conducted by DC GIS staff.",eng,D.C. Office of the Chief Technology Officer,"Washington, District of Columbia",Datasets,,D.C.|DC|DCGIS|DCGIS|DistrictofColumbia|GovernmentFacility|MetropolitanPoliceDepartment|NCRGDX|PoliceStation|pubSafety|society|Washington,2015-02-27T21:12:02.000Z,,,"Washington, District of Columbia|District of Columbia","-77.0749,38.8533,-76.9428,38.9631",Vector data,Shapefile,https://opendata.dc.gov/datasets/9e465c1e6dfd4605a7632ed5737644f3_11,https://opendata.dc.gov/datasets/9e465c1e6dfd4605a7632ed5737644f3_11.zip,,,,9e465c1e6dfd4605a7632ed5737644f3_11,https://hub.arcgis.com/datasets/9e465c1e6dfd4605a7632ed5737644f3_11,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.0056 MB
,Home-Based Homemaker Services,"These resources help with light housework, errands, tasks, or yardwork to help individuals living with dementia remain in their homes. They are often called ""homemaker"" services. This list does not include many private housekeeping, landscaping, or handyman companies that may not have specific training to meet the needs of older adults. The services included in this list specifically serve local older adults and are inclusive of those with memory loss or dementia. There are several types of providers who can connect older adult to these services including DC Villages, District Organizations (i.e., Lead Agencies), and Private Agencies.""",eng,"DC Health, Cancer and Chronic Disease Prevention Bureau, Public Health Analyst","Washington, District of Columbia",Datasets,,bhi|brainhealth|dchealth|dementia|districtofcolumbia|health|homemaker|seniorcitizen|washingtondc|wellness,2021-09-22T14:58:57.000Z,,,"Washington, District of Columbia|District of Columbia","-77.0983,38.8428,-76.9767,38.9849",Vector data,Shapefile,https://opendata.dc.gov/datasets/5c639b1fad2e4c01b32d09fa0f1c47b2_21,https://opendata.dc.gov/datasets/5c639b1fad2e4c01b32d09fa0f1c47b2_21.zip,,,,5c639b1fad2e4c01b32d09fa0f1c47b2_21,https://hub.arcgis.com/datasets/5c639b1fad2e4c01b32d09fa0f1c47b2_21,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.0115 MB
,Money Management and Financial Literacy,"These services help with money management, financial planning, and insurance education. These services are not all dementia-specific but are inclusive of those living with dementia or who are planning for future memory loss. We include larger organizations that provide these services but have not included individual/private financial planners.",eng,"DC Health, Cancer and Chronic Disease Prevention Bureau, Public Health Analyst","Washington, District of Columbia",Datasets,,bhi|brainhealth|dchealth|dementia|districtofcolumbia|financialliteracy|health|seniorcitizen|washingtondc|wellness,2021-09-22T15:11:20.000Z,,,"Washington, District of Columbia|District of Columbia","-77.0289,38.8938,-76.9497,38.9631",Vector data,Shapefile,https://opendata.dc.gov/datasets/cc137aab53204c94af3913ebfc31c7dd_25,https://opendata.dc.gov/datasets/cc137aab53204c94af3913ebfc31c7dd_25.zip,,,,cc137aab53204c94af3913ebfc31c7dd_25,https://hub.arcgis.com/datasets/cc137aab53204c94af3913ebfc31c7dd_25,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.0093 MB
,Healthcare for Homebound Older Adults and End of Life Care,The resources listed here are organizations that provide in-home healthcare for homebound older adults and individuals with advanced illness in need of hospice services or home-based palliative care. Additional resources listed in this section include community-based legal services that support homebound older adults. This type of resource may be necessary so that homebound older adults can complete legal documents to uphold their medical wishes and establish legal surrogates in the case of memory loss or dementia.,eng,"DC Health, Cancer and Chronic Disease Prevention Bureau, Public Health Analyst","Washington, District of Columbia",Datasets,,bhi|brainhealth|dchealth|dementia|districtofcolumbia|health|seniorcitizen|washingtondc|wellness,2021-09-22T14:56:50.000Z,,,"Washington, District of Columbia|District of Columbia","-77.0486,38.8841,-77.0063,38.9295",Vector data,Shapefile,https://opendata.dc.gov/datasets/0c25015c06154a9e805a18e6eac711c5_20,https://opendata.dc.gov/datasets/0c25015c06154a9e805a18e6eac711c5_20.zip,,,,0c25015c06154a9e805a18e6eac711c5_20,https://hub.arcgis.com/datasets/0c25015c06154a9e805a18e6eac711c5_20,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.0116 MB
,Social Connection Engagement and Networking,"These resources include some of the opportunities to connect with caregivers or individuals living with dementia in the District. Social connection and engagement are critical to maintain a high quality of life independent of a diagnosis with dementia. Services listed in this section are core resources with goals to promote wellness, engagement, and connection. In addition to social connection opportunities, support groups for individuals with dementia or memory loss are listed here as well as many consider themselves more of a ""social club"" than a support group. ",eng,"DC Health, Cancer and Chronic Disease Prevention Bureau","Washington, District of Columbia",Datasets,,bhi|brainhealth|dchealth|dementia|districtofcolumbia|health|seniorcitizen|washingtondc|wellness,2021-09-22T15:17:17.000Z,,,"Washington, District of Columbia|District of Columbia","-77.1059,38.8701,-76.9618,38.9540",Vector data,Shapefile,https://opendata.dc.gov/datasets/a8a2a95595134fa6a7092d2ddf2ba009_28,https://opendata.dc.gov/datasets/a8a2a95595134fa6a7092d2ddf2ba009_28.zip,,,,a8a2a95595134fa6a7092d2ddf2ba009_28,https://hub.arcgis.com/datasets/a8a2a95595134fa6a7092d2ddf2ba009_28,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.0092 MB
,Food and Nutrition,"This section focuses on food and nutrition services that are dementia-specific or dementia-inclusive. Older adults in the District can obtain nutrition education and counseling specific to individuals with memory loss or dementia, as well as limited supplies of nutritional supplements. These services are provided by the District Lead Agencies on behalf of the Department of Aging and Community Living (DACL). Additionally, Lead Agencies partner with community organizations to provide meal delivery services throughout the District. These services are available to older adults with or without dementia. It is of note that some services may have income restrictions.",eng,"DC Health, Cancer and Chronic Disease Prevention Bureau, Public Health Analyst","Washington, District of Columbia",Datasets,,bhi|brainhealth|dchealth|dementia|districtofcolumbia|food|health|nutrition|seniorcitizen|washingtondc|wellness,2021-09-22T14:42:34.000Z,,,"Washington, District of Columbia|District of Columbia","-77.0817,38.8399,-76.9497,38.9651",Vector data,Shapefile,https://opendata.dc.gov/datasets/b50b070b321441da997bd41d560265e9_19,https://opendata.dc.gov/datasets/b50b070b321441da997bd41d560265e9_19.zip,,,,b50b070b321441da997bd41d560265e9_19,https://hub.arcgis.com/datasets/b50b070b321441da997bd41d560265e9_19,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.0112 MB
,Individual and Home Safety,These resources help support personal safety or help to improve home safety for persons living with dementia or memory loss. The services listed are specific to older adults and are generally inclusive of persons with dementia while not being explicitly dementia specific service.,eng,"DC Health, Cancer and Chronic Disease Prevention Bureau, Public Health Analyst","Washington, District of Columbia",Datasets,,bhi|brainhealth|dchealth|dementia|districtofcolumbia|health|safety|seniorcitizen|washingtondc|wellness,2021-09-22T15:05:57.000Z,,,"Washington, District of Columbia|District of Columbia","-77.0666,38.8676,-76.9880,38.9153",Vector data,Shapefile,https://opendata.dc.gov/datasets/0dc9d71c4d9743a1891f0dbd4cb02d55_23,https://opendata.dc.gov/datasets/0dc9d71c4d9743a1891f0dbd4cb02d55_23.zip,,,,0dc9d71c4d9743a1891f0dbd4cb02d55_23,https://hub.arcgis.com/datasets/0dc9d71c4d9743a1891f0dbd4cb02d55_23,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.0095 MB
,Building Energy Benchmarking,"The Clean and Affordable Energy Act of 2008 established that all private buildings over 50,000 gross square feet within the District of Columbia, including multifamily residences, must annually measure and disclose their energy and water consumption to the Department of Energy and Environment (DOEE). Benchmarking is defined as tracking a building's energy and water use and using a standard metric to compare the building's performance against past performance and to its peers nationwide. These comparisons have been shown to drive energy efficiency upgrades and increase occupancy rates and property values. The District of Columbia has chosen U.S. EPA's free, industry-standard ENERGY STARÂ® Portfolio ManagerÂ® tool for benchmarking and reporting. DDOE is required to publicly disclose the ENERGY STARÂ® Benchmarking results for each publicly or privately owned building that is subject to the benchmarking law, beginning with the 2nd year of benchmarking data for that building. For more information, see https://doee.dc.gov/energybenchmarking.",eng,DOEE,"Washington, District of Columbia",Datasets,,benchmarks|building|buildingenergybenchmarking|dc|dcgis|doee|energy|environment|green|solar|washingtondc,2021-09-14T14:17:37.000Z,,,"Washington, District of Columbia|District of Columbia","-77.1099,38.8134,-76.9127,38.9857",Vector data,Shapefile,https://opendata.dc.gov/datasets/41de89ba1f954d0ab48d3661ab5a0f2a_45,https://opendata.dc.gov/datasets/41de89ba1f954d0ab48d3661ab5a0f2a_45.zip,,,,41de89ba1f954d0ab48d3661ab5a0f2a_45,https://hub.arcgis.com/datasets/41de89ba1f954d0ab48d3661ab5a0f2a_45,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,2.7277 MB
,Community-Based Dementia Care,"Community-based adult day programs provide daily care and social connection for older adults living with cognitive impairment and dementia. These services can be an important part of an overall care plan for those living with dementia as they provide daily connection opportunities as well as relief for caregivers. Respite care provides a break for caregivers to allow them to take time to attend to personal matters, while also providing a safe, caring environment for their loved ones to remain cared for during this time. There may be short term or limited respite care available through the Department of Aging and Community Living (DACL) including grants to support caregivers. The best way to learn about these programs is to connect with the DACL or your local lead agency. Lastly, respite care options exist through many private agencies.",eng,"DC Health, Cancer and Chronic Disease Prevention Bureau, Public Health Analyst","Washington, District of Columbia",Datasets,,bhi|brainhealth|dchealth|dementia|districtofcolumbia|health|seniorcitizen|washingtondc|wellness,2021-09-22T14:02:00.000Z,,,"Washington, District of Columbia|District of Columbia","-77.0983,38.8310,-76.9252,38.9849",Vector data,Shapefile,https://opendata.dc.gov/datasets/77d25485901f4f719f390d4f8bb66e6a_16,https://opendata.dc.gov/datasets/77d25485901f4f719f390d4f8bb66e6a_16.zip,,,,77d25485901f4f719f390d4f8bb66e6a_16,https://hub.arcgis.com/datasets/77d25485901f4f719f390d4f8bb66e6a_16,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.0144 MB
,Greater Philadelphia Census 2020 Census Designated Places (CDPs),"The TIGER/Line shapefiles and related database files (.dbf) are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB). The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line shapefile is designed to stand alone as an independent data set, or they can be combined to cover the entire nation.Census tracts are small, relatively permanent statistical subdivisions of a county or equivalent entity, and were defined by local participants as part of the 2020 Census Participant Statistical Areas Program. The Census Bureau delineated the census tracts in situations where no local participant existed or where all the potential participants declined to participate. The primary purpose of census tracts is to provide a stable set of geographic units for the presentation of census data and comparison back to previous decennial censuses. Census tracts generally have a population size between 1,200 and 8,000 people, with an optimum size of 4,000 people. When first delineated, census tracts were designed to be homogeneous with respect to population characteristics, economic status, and living conditions. The spatial size of census tracts varies widely depending on the density of settlement. Physical changes in street patterns caused by highway construction, new development, and so forth, may require boundary revisions. In addition, census tracts occasionally are split due to population growth, or combined as a result of substantial population decline. Census tract boundaries generally follow visible and identifiable features. They may follow legal boundaries such as minor civil division (MCD) or incorporated place boundaries in some States and situations to allow for census tract-to-governmental unit relationships where the governmental boundaries tend to remain unchanged between censuses. State and county boundaries always are census tract boundaries in the standard census geographic hierarchy. In a few rare instances, a census tract may consist of noncontiguous areas. These noncontiguous areas may occur where the census tracts are coextensive with all or parts of legal entities that are themselves noncontiguous. For the 2010 Census, the census tract code range of 9400 through 9499 was enforced for census tracts that include a majority American Indian population according to Census 2000 data and/or their area was primarily covered by federally recognized American Indian reservations and/or off-reservation trust lands; the code range 9800 through 9899 was enforced for those census tracts that contained little or no population and represented a relatively large special land use area such as a National Park, military installation, or a business/industrial park; and the code range 9900 through 9998 was enforced for those census tracts that contained only water area, no land area.See https://www2.census.gov/geo/pdfs/maps-data/data/tiger/tgrshp2020/TGRSHP2020_TechDoc_Ch3.pdf for more informationDownloaded from: https://www2.census.gov/geo/tiger/TGRGDB20/ on August 13, 2020",eng,DVRPC-GIS,Delaware Valley Regional Planning Commission,Datasets,,Census|designatedplaces|2020|DVRPCRegion|TIGER,2021-08-27T20:09:29.000Z,,,"Trenton, New Jersey|Gloucester County, New Jersey|Mercer County, New Jersey|Camden County, New Jersey|Camden, New Jersey|Hunterdon County, New Jersey|Gloucester City, New Jersey|Lambertville, New Jersey|Woodbury, New Jersey|Beverly, New Jersey|Bordentown, New Jersey|Burlington County, New Jersey|Burlington, New Jersey|New Jersey|Delaware County, Pennsylvania|Coatesville, Pennsylvania|Montgomery County, Pennsylvania|Reading, Pennsylvania|Bucks County, Pennsylvania|Berks County, Pennsylvania|Chester County, Pennsylvania|Philadelphia, Pennsylvania|Chester, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania|Ardencroft, Delaware|Pea Patch County, Delaware|New Castle County, Delaware|Newark, Delaware|Bellefonte, Delaware|Wilmington, Delaware|Newport, Delaware|Elsmere, Delaware|De/nj County, Delaware|Arden, Delaware|Ardentown, Delaware|New Castle, Delaware|Delaware|North East, Maryland|Charlestown, Maryland|Cecil County, Maryland|Elkton, Maryland|Maryland","-76.0459,39.5558,-74.4363,40.4571",Vector data,Shapefile,https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/7f8fdb2a3b5f4394ab96875408e6b8dc_0,https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/7f8fdb2a3b5f4394ab96875408e6b8dc_0.zip,,,,7f8fdb2a3b5f4394ab96875408e6b8dc_0,https://hub.arcgis.com/datasets/7f8fdb2a3b5f4394ab96875408e6b8dc_0,University of Maryland,04f-01,04f-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.6717 MB
,Greater Philadelphia Census 2020 County Boundaries,"The TIGER/Line shapefiles and related database files (.dbf) are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB). The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line shapefile is designed to stand alone as an independent data set, or they can be combined to cover the entire nation.Census tracts are small, relatively permanent statistical subdivisions of a county or equivalent entity, and were defined by local participants as part of the 2020 Census Participant Statistical Areas Program. The Census Bureau delineated the census tracts in situations where no local participant existed or where all the potential participants declined to participate. The primary purpose of census tracts is to provide a stable set of geographic units for the presentation of census data and comparison back to previous decennial censuses. Census tracts generally have a population size between 1,200 and 8,000 people, with an optimum size of 4,000 people. When first delineated, census tracts were designed to be homogeneous with respect to population characteristics, economic status, and living conditions. The spatial size of census tracts varies widely depending on the density of settlement. Physical changes in street patterns caused by highway construction, new development, and so forth, may require boundary revisions. In addition, census tracts occasionally are split due to population growth, or combined as a result of substantial population decline. Census tract boundaries generally follow visible and identifiable features. They may follow legal boundaries such as minor civil division (MCD) or incorporated place boundaries in some States and situations to allow for census tract-to-governmental unit relationships where the governmental boundaries tend to remain unchanged between censuses. State and county boundaries always are census tract boundaries in the standard census geographic hierarchy. In a few rare instances, a census tract may consist of noncontiguous areas. These noncontiguous areas may occur where the census tracts are coextensive with all or parts of legal entities that are themselves noncontiguous. For the 2010 Census, the census tract code range of 9400 through 9499 was enforced for census tracts that include a majority American Indian population according to Census 2000 data and/or their area was primarily covered by federally recognized American Indian reservations and/or off-reservation trust lands; the code range 9800 through 9899 was enforced for those census tracts that contained little or no population and represented a relatively large special land use area such as a National Park, military installation, or a business/industrial park; and the code range 9900 through 9998 was enforced for those census tracts that contained only water area, no land area.See https://www2.census.gov/geo/pdfs/maps-data/data/tiger/tgrshp2020/TGRSHP2020_TechDoc_Ch3.pdf for more informationDownloaded from: https://www2.census.gov/geo/tiger/TGRGDB20/ on August 13, 2020",eng,DVRPC-GIS,Delaware Valley Regional Planning Commission,Datasets,,Census|counties|2020|DVRPCRegion|TIGER,2021-08-27T20:03:49.000Z,,,"Trenton, New Jersey|Gloucester County, New Jersey|Egg Harbor City, New Jersey|Mercer County, New Jersey|Camden County, New Jersey|Salem, New Jersey|Camden, New Jersey|Hunterdon County, New Jersey|New Brunswick, New Jersey|Gloucester City, New Jersey|Lambertville, New Jersey|Woodbury, New Jersey|Beverly, New Jersey|Middlesex County, New Jersey|Bordentown, New Jersey|Burlington County, New Jersey|Salem County, New Jersey|Burlington, New Jersey|Atlantic County, New Jersey|New Jersey|Delaware County, Pennsylvania|Coatesville, Pennsylvania|Montgomery County, Pennsylvania|Reading, Pennsylvania|Bucks County, Pennsylvania|Berks County, Pennsylvania|Chester County, Pennsylvania|Philadelphia, Pennsylvania|Chester, Pennsylvania|Philadelphia County, Pennsylvania|Pennsylvania|Ardencroft, Delaware|Pea Patch County, Delaware|New Castle County, Delaware|Newark, Delaware|Delaware City, Delaware|Bellefonte, Delaware|Elsmere, Delaware|Wilmington, Delaware|Newport, Delaware|De/nj County, Delaware|Arden, Delaware|Ardentown, Delaware|New Castle, Delaware|Delaware|Rising Sun, Maryland|North East, Maryland|Chesapeake City, Maryland|Cecil County, Maryland|Charlestown, Maryland|Elkton, Maryland|Perryville, Maryland|Maryland","-76.1331,39.5094,-74.3813,40.6071",Vector data,Shapefile,https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/6909bf4ea9fd446a94802f7223c3c302_0,https://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/6909bf4ea9fd446a94802f7223c3c302_0.zip,,,,6909bf4ea9fd446a94802f7223c3c302_0,https://hub.arcgis.com/datasets/6909bf4ea9fd446a94802f7223c3c302_0,University of Maryland,04f-01,04f-01,Active,ArcGIS Hub,2021-09-27,,Public,False,False,0.6844 MB
